desagradar desaguar
ara árabe
aquático acudir
aquisição adquisitivo
aquoso acupuntura
aquilino ara
aquinação maquinar
aquinista maracuyá
aquinar maquinista
aquilatar aquilino
aquel aquí
aqui aquietar
aquiar máquina
aquiavelismo maquillaje
aquiagem maquillar
aquete maquiavelismo
aquecer calentura
aqueduto acuerdo
aquejar afligir
aquecimento calentar
aque saquear
aquear saqueo
aquartelar acuático
apreensivo apremiar
apático apeadero
apócrifo apodar
apóstol apóstolo
apóstrofo apóstrofo
aquarela acuarelista
apóstrofe apóstrofe
apóstata apóstata
apólice pollero
apêndice apercibir
apócope apócrifo
apropiado apropriado
aproximar aproximar
apto apto
apuntar apontar
apuñalar apunhalar
apuesta aposta
aptitud aptidão
aprovechar aproveitar
aproximación aproximação
apropiar apropriar
apretado apertado
aprobación aprovação
aprontar aprontar
apropiación apropriação
aprobar aprovar
aprisco aprisco
aprisionar aprisionar
apretar apertar
aprendizaje aprendizagem
apresurado apressado
apresurar apressar
apressar aprender
aprender aprendiz
aprendiz aprendiza
apreensão aprehensivo
aplicação aplicado
apostar apostar
aprazível apaciguar
aprecio aprehender
apreender aprehensión
apreciación apreciação
apreciar apreciar
apreciable apreciável
apoteosis apoteose
apoyo apoio
aprazar aplicación
apoyar apoiar
apostolado apostolado
apostólico apostólico
apostasía apostasia
apologia apoplejía
aposentado jubilar
aposentadoria jubilado
aposentar jubileo
apoplexia apoplético
apor tugurio
apodo apogeo
apogeu apología
apodrecer poema
apocalíptico apócope
apodar apoderado
apocalipse apocalíptico
apo saque
apetitoso apicultor
aplacar aplanar
aplaudir aplauso
aplicado aplicar
aplicar apocalipsis
aplauso aplazar
aplanar aplastar
apinhar(e) apio
apiência sapo
apito silbido
apicultura apilar
apicultor apicultura
apenas apéndice
apetecível apetito
apetite apetitoso
aperitivo apertura
apetecer apetecible
aperceber aperitivo
apego apelación
apelação apellido
apear apedrear
apedrejar apego
apeadeiro apear
antiácido antibiótico
análogo análogo
apanhar aparar
aparente apariencia
apascentar apacible
apatia apático
apartar apasionar
aparência apartado
apartamento apartar
aparelho aparcamiento
aparentar aparente
aparecer aparejar
aparelhar aparentar
aparar aparato
anônimo anormal
apagar apalabrar
apalavrar apalancar
apaixonar apatía
aorta apacentar
apadrinhar apagar
apa maqueta
anúncio anverso
anémona anêmona
anís anis
anômalo anónimo
anímico anímico
anície planificación
anécdota anedota
anémico anêmico
anárquico anárquico
anção sándalo
antídoto antigüedad
anulação anular
anverso anzuelo
análisis análise
anzol aorta
anusear mañoso
anutenção mantequilla
anunciar anuncio
anuscrito manutención
anual anudar
anufaturar manuscrito
anular anunciar
anufatura manufacturar
antítese antorcha
antropologia antropólogo
antuário sapiencia
antártico ante
antropólogo anual
antro antropofagía
antropofagia antropología
antraz antro
anto manual
antebraço antecámara
anteontem antebrazo
anticristo anticuado
antipatia antipático
antiquado anticuario
antiquário anticuerpo
antipático antítesis
antigüidade antiguo
antio plástica
antificar santuario
antigo antipatía
antidade santificar
antes antiácido
antibiótico anticipación
anticorpo antídoto
anterior antes
anter mantenimiento
antecipação anticipar
antena anteojo
antenedor mantener
anteiga mantequillera
anteigueira manto
antecâmara anteceder
antecessor antena
antecipar anticipo
anteceder antecesor
anormalidade anotación
ansiedad ansioso
antagonismo antagonista
antanho antártico
antação plantar
antear mantel
antar plantío
antagônico antagonismo
antagonista antaño
anso manta
ansão manso
anta mantear
ansioso antagónico
ansitivo intratable
ansigente intransitivo
ansferível intransigente
ansiar ansiedad
ansidão mansión
anotação anotar
ansbordar descafeinado
anotar ánsar
ano ânus
anochecida anomalía
anopla manosear
anormal anormalidad
anomalia anómalo
anobrar manipulación
anochecer anoitecer
anobra maniobrar
animoso animoso
aniquilar aniquilar
anivela manjar
anjar mano
anitário sano
anipulação manipular
anipular manivela
animal animal
animar animar
animación animação
aeronauta aeronáutica
alguien alguém
amnesia amnésia
anarquía anarquia
anestesia anestesia
angular angular
anhelar anelar
anifestante manifestar
anifestação manifestante
anifesto maniobra
anificação plano
anifestar manifiesto
anhídrido anidrido
anidar aninhar
anidade sanitario
anhelo anelo
anhoso mansedumbre
angustiado angustiado
angüíneo sanidad
anha sanar
angustiar angustiar
angustia angústia
anglicismo anglicismo
angrar sangre
angue sangría
anguila nguia
anguinário sanguíneo
anguessuga sanguinario
angria sangriento
angrento sanguijuela
angostura angustura
angosto streito
anfibio anfíbio
anfitrión anfitrião
angina angina
anglicano anglicano
angelical angelical
anfiteatro anfiteatro
anestésico anestésico
anexo anexo
aneta planicie
anestesiar anestesiar
anestesista anestesista
andamio andaime
andrajo andrajo
andén cais
anejo anexo
anemia anemia
anel sortílego
anear sangrar
anejar anexar
aneamento sanear
andrajoso andrajoso
anduíche bocata
andar andar
andino andino
andorinha golpe
andice sandía
andanza andança
andante andante
anchoa anchova
ancla âncora
anclar ancorar
ancianidad ancianidade
anciano ancião
anchura largura
anca anca
ancestral ancestral
ancho largo
anatómico anatômico
anatório sanción
anatomía anatomia
ampliación ampliação
anacrónico anacrônico
analista analista
analítico analítico
anar planeta
anarquista anarquista
ananás ananás
analizar analisar
analogía analogia
analfabeto analfabeto
analgésico analgésico
anal anal
analfabetismo analfabetismo
anagrama anagrama
amputación amputação
amígdala amígdala
anacoreta anacoreta
anacronismo anacronismo
amueblar obiliar
amurai saña
amuscular intransferible
amuleto amuleto
amputar amputar
amplificar amplificar
ampolla ampola
amplitud amplitude
amplificación amplificação
ampliar ampliar
amorfo amorfo
amortiguar amortecer
amotinar amotinar
amparo amparo
amparar amparar
amortizar amortizar
amostra muestrario
amostragem mugido
amortización amortização
amortiguación amortecimento
amortiguamiento amortecimento
amortiguador amortecedor
amortajar amortalhar
amoroso amoroso
amonestación admoestação
amor amor
amordazar amordaçar
amoral amoral
amoníaco amoníaco
amonestar admoestar
amo amo
amoldar amoldar
amolecer mulo
amolar amolar
amnistía anistia
amnistiar anistiar
amable amável
ambiente ambiente
ameno ameno
amianto amianto
amigo amigo
aminto hamburguesa
amistoso amistoso
aminorar inorar
amigdalitis amigdalite
amigable amigável
amerindio ameríndio
ametralladora etralhadora
ametrallar etralhar
ametista ametista
americanismo americanismo
americano americano
americana paletó
ambulante ambulante
amenazar ameaçar
amenidad amenidade
amenizar amenizar
amenguar diminuir
amedrentar amedrontar
amenaza ameaça
ambulatorio ambulatório
ambivalente ambivalente
ambrosía ambrósia
ambulancia ambulância
ambos ambos
ambigüedad ambigüidade
ambivalencia ambivalência
ambiguo ambíguo
amargura amargura
amazónico amazônico
ambición ambição
ambientar ambientar
ambiental ambiental
ambicionar ambicionar
ambicioso ambicioso
amba samurai
amarrar amarrar
amasar amassar
amartillar artelar
amarillo amarelo
amarra amarra
amarillear amarelar
amanecer amanhecer
amar amar
amargo amargo
amargor amargor
amargar amargar
amante amante
amapola papoula
amansar amansar
amalgamar amalgamar
amancebamiento amancebamento
amancebarse amancebar
amamantar amamentar
amainar amainar
amalgama amálgama
amadurecer madurez
amaestrar amestrar
amadeira Biblia
alpaca alpaca
altivez altivez
alumbrar iluminar
alvéolo alvéolo
alérgico alérgico
ama ama
amabilidad amabilidade
alópata alopata
alzamiento alçamento
alário salchicha
alão salpicadura
alzar alçar
alza alta
alusión alusão
alvaguardar salvaguardia
alvação salvaguardar
alvamento salvar
alva salvación
alvaguarda salvaje
aluvial aluvial
alumno aluno
alusivo alusivo
aluminio alumínio
alucinación alucinação
alumbrado alumiado
alumbramiento iluminação
alud alude
aludir aludir
alucinar alucinar
altruismo altruísmo
altura altura
alubre salubridad
alubridade salud
altruista altruísta
alto alto
altratar brebaje
altivo altivo
altanero altaneiro
alternar alternar
altisonante altissonante
altitud altitude
alteza alteza
altiplano altiplano
alternativa alternativa
alteración alteração
alterar alterar
alternancia alternância
altar altar
altear salto
altanería altivez
alquilar alugar
alquitrán alcatrão
alsichão saldar
alta alta
alsicha salchichón
alquimia alquimia
alquimista alquimista
alquiler aluguel
alpinismo alpinismo
alpino alpino
alpiste alpiste
alpinista alpinista
alpicadura salpicar
alpicar salsa
alpargata alpargata
alineado alinhado
almacén armazém
almuerzo almoço
alocución alocução
alojar alojar
alondra cotovia
alojamiento alojamento
almão salmuera
alobro salón
almirante almirante
almo salmón
almohada avesseiro
almoura salobre
almizcle almíscar
almidón amido
almendra amêndoa
allá lá
alma alma
almacenamiento armazenamen
almacenar armazenar
allí ali
alistar alistar
aliviar aliviar
allende além
aliva salmo
alisar alisar
alinear alinhar
alienar alienar
alijar alijar
alimenticio alimentício
alineación alinhamento
alimento alimento
alimentar alimentar
alimentación alimentação
aligator caimão
aligerar aligeirar
aligeramiento aligeiramento
aliente salir
aliento alento
alienista alienista
aliar aliar
alienable alienável
alienado alienado
alienación alienação
alicate alicate
alias aliás
alhelí aleli
alianza aliança
aliado aliado
algún algum
alha tejón
alguno algum
agudeza agudeza
albañal cloaca
alentar alentar
alfarero oleiro
alfândega aduanero
algarabía algaravia
algo algo
algodón algodão
algemas esposo
alga alga
algado salame
algar salarial
alférez alferes
alfeñique alfenim
alfombra alfombra
alforja alforje
alfiler alfinete
alfarería olaria
alevosía aleivosia
alfabético alfabético
alfanje alfange
alfaiate satanás
alfabetizar alfabetizar
alfabeto alfabeto
alfabetización alfabetização
aleta aleta
alevoso aleivoso
alerta alerta
alertar alertar
alergia alergia
alcatraz alcatraz
alegación alegação
alegórico alegórico
alejar afastar
alemán alemão
aleluya aleluia
alejado afastado
alejamiento afastamento
aleiro saliente
alegrar alegrar
alegre alegre
alegría alegria
alegar algar
alcázar alcácer
aldeano aldeão
aleatorio aleatório
aleccionar lecionar
aldo salero
aldaba aldrava
aldea aldeia
aldar saldo
alcão hallar
alcohol álcool
alcohólico alcoólico
alcoholismo alcoolismo
alcoba alcova
albóndiga almôndega
alcaldía prefeitura
alcanfor cânfora
alcaparra alcaparra
alcanzar alcançar
alcance alcance
alcalino alcalino
alcahuete alcoviteiro
alcalde prefeito
alcahuetería alcovitaria
alcachofa alcachofra
albúmina albumina
albino albino
alborotar alvoroçar
alboroto alvoroço
alborozo alvoroço
alborada alvorada
alborear alvorejar
albor alvor
albedrío alvedrio
albergue albergue
albergar albergar
albear alvejar
albañilería alvenaria
alabar louvar
alameda alameda
alarmar alarmar
albarda albarda
albaricoque damasco
albaricoquero damasqueiro
alba alva
albanil pedreiro
alazán alazão
alavancar apalear
alargar alongar
alarido alarido
alarma alarme
alarial salario
alarde alarde
alardear alardear
alar hacer
alambicado alambicado
alambrado alambrado
alambre arame
alame salar
alambrar alambrar
alambique alambique
alambicar alambicar
alabastro alabastro
alado alado
alacrán lacrau
alabastrino alabastrino
alabarda alabarda
ahí aí
ajeno alheio
ajustamiento ajustamento
ajusticiar justiçar
ala ala
alabanza louvor
al sala
ajuste ajuste
ajustar ajustar
ajuiciar ajuizar
ajustado ajustado
ajustable ajustável
ajuar nxoval
ajo alho
aislado isolado
ajedrez xadrez
ajenar alienar
ajenación alienação
aislar isolar
aislamiento isolamento
aipo aplacar
airar irar
airear arejar
aire ar
airado irado
air saliva
aia haz
aids sideral
ainda todo
ahínco afinco
ahogadizo afogadiço
ahorcar nforcar
ahorro poupança
ahumar defumar
ahuyentar afugentar
ahumado defumado
ahorrar conomizar
ahondar afundar
ahora agora
ahogar afogar
ahogo ufoco
ahogado afogado
aguijón aguilhão
agüero agouro
ahijar perfilhar
aguja agulha
agujero uro
aguileño aquilino
aguijar aguilhoar
aguijonear aguilhoar
aguerrido aguerrido
aguerrir aguerrir
agudo agudo
afável afamado
agonía agonia
agriar azedar
agrícola agrícola
aguado aguado
aguardar aguardar
aguarrás aguarrás
aguardiente aguardente
aguar aguar
aguantar agüentar
aguacate abacate
aguacero aguaceiro
aguada aguada
aguaceiro turbulencia
agua água
agrónomo agrônomo
agrio azedo
agropecuario agropecuário
agrupación agrupação
agrupar agrupar
agro deliberación
agronomía agronomia
agrião besar
agrimensura agrimensura
agrimonia agrimônia
agridulce agridoce
agrimensor agrimensor
agricultor agricultor
agrado agrado
agregación agregação
agresión agressão
agreste agreste
agreza delgado
agresor agressor
agregar agregar
agresividad agressividade
agregado agregado
agravar agravar
agredir agredir
agravio agravo
agrar sagrario
agrario agrário
agrandar agrandar
agotar sgotar
agradecer agradecer
agradecimiento agradecimento
agradecido agradecido
agradar agradar
agradable agradável
agosto agosto
agotamiento sgotamento
agotable sgotável
agorar agourar
agorero agoureiro
agora oración
agitable agitável
aglomerar aglomerar
agnanimidade magnánimo
agnóstico agnóstico
agonizante agonizante
agonizar agonizar
agnânimo magnesia
agnésia magnesio
aglutinar aglutinar
agma magnanimidad
aglutinante aglutinante
aglutinació aglutinação
agitar agitar
aglomerado aglomerado
aglomeración aglomeração
agitador agitador
agitación agitação
agenciar agenciar
agilidad agilidade
agilizar agilizar
agistrado magistral
agistral magma
agilización agilização
agente agente
agia mágico
agiar plagio
agenda agenda
agalla guelra
agaz sagrado
agencia agência
agarrar agarrar
aga sagacidad
agachar agachar
agacidade sagaz
afín afim
aflicto aflito
afortunado afortunado
africano africano
afta afta
afuera ora
afári saga
aftoso aftoso
afrodisíaco afrodisíaco
africanismo africanismo
